CATEGORY,DISTRICT,LAT,LNG,NAME,POSTCODE,ROAD
Residences,MAAFANNU,4.175457137,73.50523,FONIHELENBELIGE,20292,MIRIYAAS MAGU
Residences,MACHCHANGOLHI,4.173680876,73.50881606,FONILUNBOAGE,20174,KURIKEELA MAGU
Residences,MAAFANNU,4.17494887,73.50542039,FONITHULHAAGE,20292,MIRIYAAS MAGU
Residences,HENVEIRU,4.172493133,73.51514608,FONUVAIY,20063,MOONIMAA HINGUN
Residences,HENVEIRU,4.173747753,73.51510584,FOOLHUMAA,20044,KAASINJEE MAGU
Residences,HENVEIRU,4.173488269,73.51513267,FOOLHUMAAGE,20044,RAIYVILAA MAGU
Residences,MAAFANNU,4.177131742,73.50321561,FOOSIYA,20334,FULOONIYAA MAGU
Government Offices,GALOLHU,4.173196683,73.51360381,FOOTBALL ASSOCIATION OF MALDIVES,20102,BANAFSAA MAGU
Residences,MAAFANNU,4.177278872,73.50398545,FORD,20323,IZZUDHEEN MAGU
Government Offices,HENVEIRU,4.178891945,73.51203203,FOREIGN INVESTMENT SERVICES BUREAU,20125,AMEER AHMED MAGU
Residences,MACHCHANGOLHI,4.172461031,73.50910842,FOREST,20168,AAMINAA RANI HINGUN
Residences,MACHCHANGOLHI,4.176018906,73.50802481,FORGET ME NOT,20228,ZAMAANEE GOALHI
Residences,MACHCHANGOLHI,4.174170418,73.50971724,FORSYTHIA,20163,DHANBURUH MAGU
Residences,MACHCHANGOLHI,4.17270179,73.50604539,FORTUNE,20247,KOARU KENDI HINGUN
Residences,HENVEIRU,4.175186953,73.51460695,FOTHIVARU,20070,MIALANI GOALHI
Residences,MACHCHANGOLHI,4.172431605,73.50842183,FOTHTHEYO,20204,NIKAGAS HINGUN
Residences,HENVEIRU,4.174346975,73.51417243,FOUNTAIN,20071,MUTHEE GOALHI
Residences,MACHCHANGOLHI,4.173801255,73.50846469,FOUR FLOWER,20200,KURIKEELA MAGU
Residences,MAAFANNU,4.175569491,73.50645036,FOUR LIGHTS,20263,MAJEEDHEE MAGU
Residences,MAAFANNU,4.173386615,73.50370646,FOUR MOONS,20317,MURANGA MAGU
Residences,HENVEIRU,4.171000425,73.51549745,FOUR SEASON,20055,IRUDHEYMAA HINGUN
Residences,MAAFANNU,4.173472218,73.5037896,FOUR STARS,20317,MURANGA MAGU
Residences,HENVEIRU,4.174397801,73.51673126,FOUR WINDS,20020,MAJEEDHEE MAGU
Residences,MACHCHANGOLHI,4.177209319,73.50877583,FOUR WINGS,20193,KENEREE MAGU
Residences,MACHCHANGOLHI,4.177182569,73.5087195,FOUR WINGS HULHANGUBAI,20193,KENEREE MAGU
Residences,HENVEIRU,4.172744592,73.51472229,FRAME,20063,IRUDHEYMAA HINGUN
Residences,MACHCHANGOLHI,4.176385393,73.50998551,FREE PARK,20159,BODUFULHAH GOALHI
Residences,HENVEIRU,4.172763318,73.51529092,FREE WIND,20049,KINBIGAS MAGU
Residences,HENVEIRU,4.172784718,73.51522923,FREE WIND AAGE,20049,KINBIGAS MAGU
Residences,MACHCHANGOLHI,4.173482919,73.50843528,FREESHIA,20201,CHAANDHANEE MAGU
Residences,MAAFANNU,4.176470996,73.5028857,FREEZE,20336,MUNIYAA MAGU
Residences,MACHCHANGOLHI,4.174670661,73.50929623,FRENZY,20173,NIKAGAS MAGU
Residences,MACHCHANGOLHI,4.172768668,73.50659788,FRENZY VILLA,20246,ISKANDHARU MAGU
Residences,MAAFANNU,4.178043945,73.50800067,FRESCO,20224,ORCHID MAGU
Residences,MACHCHANGOLHI,4.17449143,73.51002306,FRESH,20161,DHANBURUH GOALHI
Residences,HENVEIRU,4.177094291,73.51595074,FRESH HEART,20030,KASTHOORI  MAGU
Residences,GALOLHU,4.17323681,73.51091628,FRESH LIGHT,20141,FAASHANAA KILEGE  MAGU
Residences,MAAFANNU,4.178972198,73.50758761,FRIENDLY COTTAGE,20221,HAVEEREE GOALHI
Residences,MAAFANNU,4.176420169,73.50406587,FRIENDSHIP,20312,MUNIYAA MAGU
Residences,MACHCHANGOLHI,4.172771343,73.50833595,FROZEN BREEZE,20175,JOASHEE HINGUN
Residences,HENVEIRU,4.17243428,73.51655155,FRUIT GARDEN,20023,RAIYVILAA HINGUN
Residences,GALOLHU,4.173902909,73.51092428,FRUTION,20140,SATHARU GOALHI
Residences,MACHCHANGOLHI,4.173223434,73.50688487,FUFOOGE,20236,BADIFASGANDUDHOSHU MAGU
Residences,HENVEIRU,4.173573872,73.51463646,FUHKAFA,20062,SOSUN MAGU
Residences,HENVEIRU,4.173691576,73.517721,FUJEYRA,20008,DHUNBUGAS MAGU
Residences,MAAFANNU,4.174344299,73.50502878,FUJI,20298,MIRIYAAS MAGU
Residences,HENVEIRU,4.174151693,73.5147357,FUKKAFAMAAGE,20060,SOSUN MAGU
Residences,MAAFANNU,4.173745078,73.50470692,FULHAFI,20305,GULHAZAARU GOALHI
Residences,MAAFANNU,4.175697896,73.50325853,FULHOI,20326,SHAHEEDH ALI HINGUN
Residences,GALOLHU,4.174290798,73.51150632,FULHUGE,20132,ALIKILEGEFAANU MAGU
Residences,HENVEIRU,4.172396829,73.5146901,FULIDHOOGE,20063,IRUDHEYMAA HINGUN
Residences,GALOLHU,4.172444981,73.51400882,FULL MOON,20091,KASHIMAA HINGUN
Residences,GALOLHU,4.173632724,73.51011157,FULLAAGE,20146,RAH DHEBAI MAGU
Residences,MACHCHANGOLHI,4.174135643,73.50750715,FULMAA,20231,KAAMINEE MAGU
Residences,MACHCHANGOLHI,4.173918959,73.50720137,FULOONIYAA,20243,GULAABEE MAGU
Residences,MACHCHANGOLHI,4.173983162,73.50728462,FULOONIYAAGE,20243,KAAMINEE MAGU
Residences,HENVEIRU,4.176034957,73.51536602,FULOONIYAAMAAGE,20033,VIOLET MAGU
Residences,HENVEIRU,4.176048332,73.5153231,FULOONIYAAMAAGE AAGE,20033,VIOLET MAGU
Residences,MAAFANNU,4.173702277,73.50361258,FUN FINI,20329,IZZUDHEEN MAGU
Residences,MACHCHANGOLHI,4.174718812,73.51026719,FUNA,20161,RAH DHEBAI MAGU
Residences,MAAFANNU,4.172672364,73.50560014,FUNA HAALI,20270,ISKANDHARU MAGU
Residences,MAAFANNU,4.172768668,73.50562151,FUNA HOALHI,20270,ISKANDHARU MAGU
Residences,MAAFANNU,4.172712491,73.50561082,FUNA KURI,20270,ISKANDHARU MAGU
Residences,MAAFANNU,4.177380525,73.5035938,FUNAADU,20322,FULOONIYAA GOALHI
Residences,MAAFANNU,4.175499939,73.50369841,FUNADHOO,20326,IZZUDHEEN MAGU
Residences,MAAFANNU,4.172811469,73.50563765,FUNAGASDHOSHUGE,20270,ISKANDHARU MAGU
Residences,MAAFANNU,4.17281682,73.50556523,FUNAGASDHOSHUGE HULHANGUBAI,20270,ISKANDHARU MAGU
Residences,MACHCHANGOLHI,4.176075083,73.5099104,FUNAMAAGE,20159,BODUFULHAH GOALHI
Residences,MACHCHANGOLHI,4.176133935,73.50993182,FUNAMAAGE AAGE,20159,BODUFULHAH GOALHI
Residences,MAAFANNU,4.177527654,73.50326926,FUNARU,20334,HAVEEREE HINGUN
Residences,GALOLHU,4.17243428,73.51199716,FUNFALHU,20123,LONUZIYAARAIY MAGU
Residences,GALOLHU,4.17553204,73.51047903,FUNFEN,20138,RAH DHEBAI MAGU
Residences,MAAFANNU,4.173715652,73.5033229,FUNOAS,20329,BLUEKIYA  MAGU
Residences,HENVEIRU,4.171045902,73.51421267,FUNVILU,20076,AMEENEE MAGU
Residences,MAAFANNU,4.175823625,73.50743745,FURA,20258,CHAMPAA MAGU
Residences,HENVEIRU,4.175716621,73.51378083,FURAATHU,20086,KARANKAA MAGU
Residences,MAAFANNU,4.172824845,73.50551695,FURAHANI,20270,ISKANDHARU MAGU
Residences,MAAFANNU,4.177401925,73.50568324,FURAHANI AAGE,20286,CARNATION MAGU
Residences,MAAFANNU,4.177016713,73.50357234,FURAHANIGE,20324,FULOONIYAA MAGU
Residences,MAAFANNU,4.178225851,73.5041517,FURANKARA,20320,BODUTHAKURUFAANU MAGU
Residences,HENVEIRU,4.17523243,73.51450235,FURUMMAA,20070,MIALANI GOALHI
Residences,HENVEIRU,4.175205679,73.51456136,FURUMMAAGE,20070,MIALANI GOALHI
Residences,GALOLHU,4.176366668,73.513349,FUS,20098,HADHEEBEE MAGU
Residences,HENVEIRU,4.176885634,73.51522386,FUS FALHU,20059,SOSUN MAGU
Residences,MAAFANNU,4.177744336,73.50617409,FUSFARAAGUGE,20253,FEEROAZU MAGU
Residences,HENVEIRU,4.176792006,73.51521045,FUSFARU,20059,SOSUN MAGU
Residences,MAAFANNU,4.174448628,73.50438774,FUSHETHIKAALUGE,20297,HANDHUVAREE HINGUN
Residences,GALOLHU,4.172447656,73.51185769,FUSHIFARU,20123,LONUZIYAARAIY MAGU
Residences,MAAFANNU,4.172501158,73.50555718,FUSHOLHU,20271,BURUZU MAGU
Residences,MAAFANNU,4.178512084,73.50990772,FUSION,20189,DHANBU GOALHI
Residences,GALOLHU,4.173341139,73.51104234,FUSTHULHAA HIYAA,20141,FAASHANAA KILEGE  MAGU
Residences,MAAFANNU,4.174892693,73.50572348,FUSTHULHAAGE,20275,ASAREE HINGUN
Residences,HENVEIRU,4.177417976,73.5160768,FUSTHULHAAMAAGE,20030,AMEER AHMED MAGU
Residences,HENVEIRU,4.175513314,73.51661056,FUSVILAAGE,20034,VIOLET MAGU
Residences,HENVEIRU,4.175529365,73.51658106,FUSVILU,20034,ASRAFEE MAGU
Residences,MAAFANNU,4.177035439,73.50748837,FUTTARU,20256,FAREEDHEE MAGU
Residences,HENVEIRU,4.17722537,73.51758152,GAADHOO,20012,BODUTHAKURUFAANU MAGU
Residences,MACHCHANGOLHI,4.174245321,73.50879997,GAAFARUGE,20174,CHAANDHANEE MAGU
Residences,MACHCHANGOLHI,4.172485107,73.50718528,GAAFOLHU,20238,MAAFAIY THAKURUFAANU MAGU
Retail Outlets and Supermarkets,MAAFANNU,4.179311933,73.50707531,GAAFU ALIFU ATOLL FIHAARA,20219,BODUTHAKURUFAANU MAGU
Retail Outlets and Supermarkets,MAAFANNU,4.179301232,73.50704312,GAAFU DHAAL ATOLL FIHAARA,20219,BODUTHAKURUFAANU MAGU
Residences,MAAFANNU,4.178073371,73.50457817,GAAFUSHI,20308,HAVEEREE HINGUN
Residences,MAAFANNU,4.175414336,73.50317538,GAAHAKA,20337,SHAHEEDH ALI HINGUN
Residences,MACHCHANGOLHI,4.172324601,73.50727648,GAAMAADHOO,20239,BURUZU MAGU
Residences,HENVEIRU,4.171080679,73.51447284,GAAMATHI,20076,IRUDHEYMAA HINGUN
Residences,GALOLHU,4.172479757,73.51229757,GAATHUFALHU,20108,LONUZIYAARAIY MAGU
Residences,HENVEIRU,4.173536421,73.51727307,GAATHUGIRI,20008,BODUTHAKURUFAANU MAGU
Residences,MAAFANNU,4.17538491,73.50727916,GAAVIYA,20259,MAJEEDHEE MAGU
,HENVEIRU,4.172862296,73.51497442,GABURUSTHAANU NO 1,20061,KINBIGAS MAGU
,GALOLHU,4.173087004,73.5130164,GABURUSTHAANU NO 2,20104,BODURASGEFAANU MAGU
,MACHCHANGOLHI,4.172672364,73.50759298,GABURUSTHAANU NO 3,20234,ISKANDHARU MAGU
,MAAFANNU,4.176072408,73.5039264,GABURUSTHAANU NO 4,20313,MAJEEDHEE MAGU
Government Offices,MACHCHANGOLHI,4.171027176,73.50783169,GABURUSTHAANU NO 5,20377,THABREYZEE HINGUN
Residences,HENVEIRU,4.175502614,73.51423681,GADHAGE,20085,ABADHAH FEHI MAGU
Residences,HENVEIRU,4.175470513,73.51422608,GADHAGE HULHANGUGE,20085,ABADHAH FEHI MAGU
Residences,HENVEIRU,4.178217825,73.51503342,GADHAMOO,20066,BODUTHAKURUFAANU MAGU
Residences,HENVEIRU,4.173330438,73.51547599,GADHANOO,20046,RAIYVILAA MAGU
Residences,MAAFANNU,4.172134669,73.50400418,GADHDHADUGE,20319,AMEENEE MAGU
Residences,MAAFANNU,4.175029123,73.50444943,GAHAA,20297,HANDHUVAREE HINGUN
Residences,MAAFANNU,4.174609134,73.50449771,GAHAA NO 4,20297,UNIGAS MAGU
Residences,MACHCHANGOLHI,4.17243963,73.50619286,GAHANAA LODGE,20248,BURUZU MAGU
Residences,GALOLHU,4.172356702,73.51399809,GAHU ROADHI,20091,LONUZIYAARAIY MAGU
Residences,MACHCHANGOLHI,4.175395611,73.50816965,GAJURAAGE,20228,MAJEEDHEE MAGU
Residences,HENVEIRU,4.17755708,73.51592392,GALADHUNGE,20026,AMEER AHMED MAGU
Residences,MAAFANNU,4.176738505,73.50330949,GALAGILI,20335,SHAHEEDH ALI HINGUN
Residences,HENVEIRU,4.175205679,73.51343751,GALAXIA,20086,HADHEEBEE MAGU
Residences,MAAFANNU,4.173849407,73.50487858,GALAXY,20301,NASEEMEE HINGUN
Residences,GALOLHU,4.175039823,73.51054341,GALEENAA,20139,MAJEEDHEE MAGU
Residences,MAAFANNU,4.174718812,73.50636721,GALLANDHOO,20260,ABLAGHEE GOALHI
Residences,GALOLHU,4.174833841,73.51261139,GALOLHU AAGE,20119,MAJEEDHEE MAGU
Government Offices,GALOLHU,4.171920661,73.51180404,GALOLHU AVASHU OFFICE,20123,KOIMALAA HINGUN
Residences,GALOLHU,4.172592111,73.51045758,GALOLHU FEHI,20143,LONUZIYAARAIY MAGU
Education,GALOLHU,4.171968813,73.51207499,GALOLHU MADHARUSA,20123,RUHKENDIYA HINGUN
Residences,MAAFANNU,4.177217345,73.50867659,GALOLHU VILLA,20214,KENEREE MAGU
Residences,HENVEIRU,4.177589181,73.51712555,GALOLHUGE,20012,BODUTHAKURUFAANU MAGU
Residences,MAAFANNU,4.177543705,73.50332558,GALUFALHUGE,20334,SHAHEEDH ALI HINGUN
Residences,MAAFANNU,4.177813888,73.50556523,GAMBIA,20284,SHAARIU VARUDHEE
Residences,GALOLHU,4.173153882,73.51210982,GANDHAKOALHIGE,20121,NIYANDHURU GOALHI
Residences,MAAFANNU,4.175200329,73.50597024,GANDHAKOALHIMAAGE,20275,JAMBU MAGU
Residences,GALOLHU,4.172474407,73.51238072,GANGEHI,20108,LONUZIYAARAIY MAGU
Residences,MAAFANNU,4.176013556,73.50311105,GAP,20336,MAJEEDHEE MAGU
Residences,MAAFANNU,4.178742141,73.50847811,GAPPYS NEST,20212,AABURUZU HINGUN
Residences,MAAFANNU,4.177249446,73.50764935,GARAADEEGE,20256,BENTHEYO GOALHI
Residences,HENVEIRU,4.174951545,73.51413488,GARANBUGE,20070,ABADHAH FEHI MAGU
Residences,MACHCHANGOLHI,4.173081654,73.50855052,GARDEN,20175,CHAANDHANEE MAGU
Residences,HENVEIRU,4.172645613,73.51659983,GARDEN BEAUTY,20022,HITHIGAS MAGU
Residences,HENVEIRU,4.174419202,73.51755202,GARDENIA,20006,MAJEEDHEE MAGU
Residences,MACHCHANGOLHI,4.173900234,73.50708604,GARDENIA VILLA,20244,GULAABEE MAGU
Residences,GALOLHU,4.173485594,73.51114154,GARNET,20132,FAASHANAA KILEGE  MAGU
Residences,MAAFANNU,4.175601593,73.50617945,GAS HIYAA,20263,MAJEEDHEE MAGU
Residences,HENVEIRU,4.176511122,73.51460427,GASDHOSHUGE,20068,ABADHAH FEHI MAGU
Residences,HENVEIRU,4.176396094,73.5145694,GASDHOSHUGE DHEKUNUGE,20068,ABADHAH FEHI MAGU
Residences,MAAFANNU,4.176540548,73.50530773,GASEEMU,20289,SHAARIU VARUDHEE
Residences,HENVEIRU,4.174325574,73.51635307,GASFEHI,20041,JANAVAREE MAGU
Residences,GALOLHU,4.176840158,73.51201326,GASKARA,20128,LILY MAGU
Residences,GALOLHU,4.172051741,73.51341605,GASRU,20092,DHON ADHARAADHA HINGUN
Residences,HENVEIRU,4.175229755,73.51421535,GASVAA,20070,ABADHAH FEHI MAGU
Residences,GALOLHU,4.175291282,73.51287156,GASVELI,20100,HANDHUVARUDHEY HINGUN
Residences,MAAFANNU,4.177522304,73.50400423,GAUS,20322,IZZUDHEEN MAGU
Residences,GALOLHU,4.173076304,73.51386666,GAVALI,20090,BODURASGEFAANU MAGU
Residences,MAAFANNU,4.174186469,73.50515753,GAZE,20298,DHAKADHAA MAGU
Residences,MAAFANNU,4.178057321,73.5045433,GAZEERAA,20308,HAVEEREE HINGUN
Residences,GALOLHU,4.174009913,73.51367086,GAZELLE,20089,SHABNAM MAGU
Residences,HENVEIRU,4.175692545,73.51435483,GAZWIN,20069,ABADHAH FEHI MAGU
Residences,MAAFANNU,4.174338949,73.50306009,GEDHA,20339,SHAHEEDH ALI HINGUN
Residences,MAAFANNU,4.17408749,73.50552768,GEELAA VILLA,20276,NASEEMEE HINGUN
Residences,MAAFANNU,4.175063899,73.50444411,GEHI,20297,HANDHUVAREE HINGUN
Residences,HENVEIRU,4.17217212,73.51532578,GEMAA,20051,LONUZIYAARAIY MAGU
Residences,MAAFANNU,4.177995794,73.50833863,GEMANA,20224,FAREEDHEE GOALHI
Residences,MACHCHANGOLHI,4.17216142,73.5093686,GEMENDHOOGE,20168,BURUZU MAGU
Residences,HENVEIRU,4.176409469,73.51528555,GEMINI,20033,KAANI GOALHI
Residences,MAAFANNU,4.175721971,73.50394785,GEORGIA,20314,MAJEEDHEE MAGU
Residences,GALOLHU,4.173603298,73.51208299,GERADHOO,20119,SAHARAA MAGU
Residences,MAAFANNU,4.177286897,73.50342746,GERANIUM,20323,SHAHEEDH ALI HINGUN
Residences,MACHCHANGOLHI,4.172800769,73.50868195,GEREVI,20175,JOASHEE HINGUN
Government Offices,HENVEIRU,4.178661889,73.51208031,GHAAZEE BUILDING,20125,AMEER AHMED MAGU
Residences,MAAFANNU,4.174333599,73.50538552,GILWELL PARK,20276,MIRIYAAS MAGU
Residences,HENVEIRU,4.175788849,73.51584882,GINAMAAGE,20037,VIOLET MAGU
Residences,MAAFANNU,4.172675039,73.50394785,GINAVELI,20319,BURUZU MAGU
Residences,GALOLHU,4.17242893,73.50973601,GINGER VILLA,20151,JAMAALUDHEEN HINGUN
Residences,HENVEIRU,4.176101834,73.51593733,GINIRAAHI AAGE,20033,DHUNBURI MAGU
Retail Outlets and Supermarkets,MAAFANNU,4.179705169,73.50901455,GINIRAAHI STORE,20206,HAVEEREE HINGUN
Residences,HENVEIRU,4.175935979,73.51564229,GINIRAAHIGE,20033,VIOLET MAGU
Residences,HENVEIRU,4.175911903,73.51570398,GINIRAAHIGE  IRUMATHEEGE,20033,VIOLET MAGU
Residences,HENVEIRU,4.176679653,73.51366282,GIREETHEREYGE,20082,HITHAFFINIVAA MAGU
Residences,MACHCHANGOLHI,4.173712977,73.5080865,GIRI,20232,DHEVINA MAGU
Residences,HENVEIRU,4.175106701,73.51602048,GIRIFARU,20039,GULFAAMU HINGUN
Residences,MAAFANNU,4.17802522,73.50975484,GIRITEEGE,20190,FAREEDHEE MAGU
Residences,HENVEIRU,4.173068279,73.51588905,GISSAAGE,20048,RAIYVILAA MAGU
Residences,HENVEIRU,4.173897559,73.51561278,GIULHILAASHIGE,20044,MUSHTHAREE MAGU
Residences,MAAFANNU,4.177974393,73.50675608,GIULHILAASHIMAAGE,20254,FEEROAZU MAGU
Education,MACHCHANGOLHI,4.171709328,73.50726575,GIYASUDDEEN SCHOOL,20383,AMEENEE MAGU
Residences,MACHCHANGOLHI,4.176773281,73.50935519,GLAMOUR,20193,DHILKUSHAA GOALHI
Residences,MACHCHANGOLHI,4.172728541,73.50891535,GLASSGE,20176,NIKAGAS MAGU
Residences,MAAFANNU,4.174528881,73.50356698,GLEN VILLA,20328,SABUDHELI MAGU
Residences,HENVEIRU,4.176647552,73.51458013,GLISTER,20081,ABADHAH FEHI MAGU
Residences,HENVEIRU,4.171966138,73.51581126,GLITTER,20053,JANAVAREE HINGUN
Residences,HENVEIRU,4.172447656,73.51437896,GLORIOSA,20074,LONUZIYAARAIY MAGU
Residences,MAAFANNU,4.17819375,73.50931227,GLORY AAGE,20190,FAAMDHEYRI MAGU
Residences,MAAFANNU,4.177982418,73.50933105,GLORYGE,20190,FAREEDHEE MAGU
Residences,MAAFANNU,4.177506254,73.50548744,GNAMGNAM,20286,CARNATION MAGU
Residences,MAAFANNU,4.177476828,73.50554109,GNAMGNAMGE,20286,CARNATION MAGU
Retail Outlets and Supermarkets,MAAFANNU,4.179279832,73.50698948,GNAVIYANI ATOLL FIHAARA,20219,BODUTHAKURUFAANU MAGU
Residences,GALOLHU,4.175606943,73.51315856,GOALHITHEREYGE,20099,HADHEEBEE MAGU
Residences,MAAFANNU,4.172899748,73.50565374,GOALWICH,20269,JAVAAHIRU MAGU
Residences,MAAFANNU,4.178445207,73.50647449,GOANBILIGASDHOSHUGE,20254,SHAMEEMEE  GOALHI
Residences,HENVEIRU,4.177123717,73.51637721,GOANBILIGE,20029,SEESAN MAGU
Residences,MAAFANNU,4.177487528,73.5034516,GOANBILIMAAGE,20322,SHAHEEDH ALI HINGUN
Residences,GALOLHU,4.171896585,73.51277769,GOFI,20109,KOIMALAA HINGUN
Residences,MAAFANNU,4.174020613,73.50327462,GOFI KOLHU,20328,BLUEKIYA  MAGU
Residences,MAAFANNU,4.177442052,73.50643431,GOGRESMAAGE,20255,CARNATION MAGU
Residences,MAAFANNU,4.177490203,73.5064504,GOGRESMAAGE AAGE,20255,CARNATION MAGU
Residences,GALOLHU,4.173969786,73.51167534,GOIDHOOGE,20132,ALIKILEGEFAANU MAGU
Residences,HENVEIRU,4.173854757,73.51435214,GOKKOLHU,20072,SOSUN MAGU
Residences,MAAFANNU,4.17324751,73.50584418,GOLD BIRD LILY,20268,ALAMAA GOALHI
Residences,HENVEIRU,4.176342592,73.51751983,GOLD FRUIT,20013,FILIGAS MAGU
Residences,MAAFANNU,4.178985573,73.5102725,GOLD HILL,20189,ORCHID MAGU
Residences,MACHCHANGOLHI,4.173119106,73.50863367,GOLD HOPE,20175,CHAANDHANEE MAGU
Residences,GALOLHU,4.173196683,73.51179873,GOLD MEASURE,20121,BODURASGEFAANU MAGU
Residences,MACHCHANGOLHI,4.172787394,73.50853711,GOLD RING,20175,JOASHEE HINGUN
Residences,HENVEIRU,4.173129806,73.51455599,GOLD VILLAGE,20062,SOSUN MAGU
Residences,MACHCHANGOLHI,4.17378253,73.50748032,GOLDEN BEAM,20233,GULAABEE MAGU
Residences,MAAFANNU,4.174836517,73.50492413,GOLDEN BONES,20292,JAVAAHIRU MAGU
Residences,MAAFANNU,4.174697412,73.50458363,GOLDEN CROWN,20297,UNIGAS MAGU
Residences,HENVEIRU,4.17336789,73.51603389,GOLDEN FAAZ,20046,JANAVAREE MAGU
Residences,HENVEIRU,4.173234135,73.51602048,GOLDEN FAAZ AAGE,20046,JANAVAREE MAGU
Residences,MAAFANNU,4.173477569,73.5062251,GOLDEN FISH,20268,KOARU KENDI MAGU
Residences,MAAFANNU,4.173584573,73.50613922,GOLDEN FLOWER,20268,KOARU KENDI MAGU
Residences,GALOLHU,4.173012102,73.51292789,GOLDEN HOUSE,20105,BODURASGEFAANU MAGU
Residences,MAAFANNU,4.174127617,73.50457013,GOLDEN HUT,20299,DHAKADHAA MAGU
Residences,MAAFANNU,4.173573872,73.50616336,GOLDEN LEAF,20268,KOARU KENDI MAGU
Residences,MAAFANNU,4.176254314,73.50501537,GOLDEN LIGHT,20289,MUNIYAA MAGU
Residences,HENVEIRU,4.170954949,73.51570934,GOLDEN MEET,20055,JANAVAREE HINGUN
Residences,MACHCHANGOLHI,4.175756748,73.50791484,GOLDEN MOON,20229,ZAMAANEE GOALHI
Residences,MAAFANNU,4.174515505,73.50622505,GOLDEN PEARL,20266,ALIMAS MAGU
Residences,MACHCHANGOLHI,4.173868133,73.50945711,GOLDEN RAY,20164,DHANBURUH MAGU
Residences,HENVEIRU,4.176101834,73.51732939,GOLDEN SAND,20013,ROASHANEE MAGU
Residences,HENVEIRU,4.173413366,73.51418048,GOLDEN SAVA,20072,BODUTHAKURUFAANU MAGU
Residences,MAAFANNU,4.178763542,73.50558395,GOLDEN SPARK,20278,BODUTHAKURUFAANU MAGU
Residences,GALOLHU,4.17270714,73.5131076,GOLDEN SPRING,20107,HUVAFENEE GOALHI
Residences,GALOLHU,4.174598433,73.51129438,GOLDEN STAR,20132,FAASHANAA KILEGE  MAGU
Residences,MAAFANNU,4.17871539,73.506504,GOLDEN SUNBEAM,20253,HAVEEREE HINGUN
Residences,MAAFANNU,4.173560497,73.50619555,GOLDEN TREE,20268,KOARU KENDI MAGU
Residences,MAAFANNU,4.172683065,73.50461841,GOLDEN VALLEY,20306,BURUZU MAGU
Residences,HENVEIRU,4.17674118,73.51649791,GOLDEN VIEW,20027,SANDHUBARAKAA GOALHI
Residences,GALOLHU,4.173156557,73.5136655,GOLHAAGE,20089,SHABNAM MAGU
Residences,MAAFANNU,4.17310573,73.50560005,GOMAKASTHOORIGE,20269,JAVAAHIRU MAGU
Residences,MACHCHANGOLHI,4.174127617,73.50866859,GOMASHIGE,20200,CHAANDHANEE MAGU
Residences,GALOLHU,4.176591375,73.51288766,GONAAFARU,20098,HUSNUHEENA MAGU
Residences,MACHCHANGOLHI,4.173450818,73.50767612,GONAAGASDHOSHUGE,20232,DHILBAHAARU MAGU
Residences,MACHCHANGOLHI,4.172493133,73.50867391,GONDUDHOSHUGE,20177,ISKANDHARU MAGU
Residences,GALOLHU,4.172656314,73.51348311,GONDUMATHEE AAGE,20091,DHON ADHARAADHA HINGUN
Residences,MACHCHANGOLHI,4.175371535,73.51037711,GONGALI,20160,RAH DHEBAI MAGU
Residences,MACHCHANGOLHI,4.173429417,73.50710481,GOOD HEART,20233,GUL ALAA GOALHI
Residences,GALOLHU,4.174124942,73.51152241,GOOD LAND,20132,ALIKILEGEFAANU MAGU
Residences,GALOLHU,4.172511858,73.5120374,GOOD LIFE,20122,LONUZIYAARAIY MAGU
Residences,GALOLHU,4.173683551,73.51389885,GOOD LUCK,20089,NIROLHU MAGU
Residences,MAAFANNU,4.174336274,73.50253165,GOODNESS,20339,KANBA AISA RANI HINGUN
Residences,GALOLHU,4.175387585,73.51315588,GRACELAND,20100,HANDHUVARUDHEY GOALHI
Residences,GALOLHU,4.17378788,73.51390153,GRACES,20089,NIROLHU MAGU
Residences,MACHCHANGOLHI,4.172503833,73.50855589,GRAPE HOUSE,20177,ISKANDHARU MAGU
Residences,HENVEIRU,4.174314873,73.51428241,GRAPHITE,20071,MUTHEE GOALHI
Residences,MACHCHANGOLHI,4.173729028,73.50836009,GRAPHIX,20201,KURIKEELA MAGU
Residences,MAAFANNU,4.173148532,73.50250214,GRASS MEAD,20341,SHAHEEDH ALI GOALHI
Residences,MAAFANNU,4.175037148,73.50596219,GRAVITY,20275,JAMBU MAGU
Residences,HENVEIRU,4.174734863,73.51453722,GREEN,20070,MAJEEDHEE MAGU
Residences,HENVEIRU,4.177321673,73.51640403,GREEN AVENUE,20029,AMEER AHMED MAGU
Residences,GALOLHU,4.172134669,73.5114795,GREEN BEANS,20134,RAADHAFATHI HINGUN
Residences,GALOLHU,4.17405539,73.51234317,GREEN BIRD,20119,BANAFSAA MAGU
Residences,HENVEIRU,4.172551985,73.51648986,GREEN CANARIA,20050,RAIYVILAA HINGUN
Residences,MAAFANNU,4.173204709,73.5029528,GREEN FISH,20341,SHAHEEDH ALI HINGUN
Residences,MAAFANNU,4.175320708,73.50479275,GREEN FLOWER,20294,ALHIVILAA MAGU
Residences,MACHCHANGOLHI,4.175810249,73.50914598,GREEN GARDEN,20194,SHAHEEDH KUDANEVI THUTTHU MANIK HINGUN
Residences,MAAFANNU,4.173969786,73.50378424,GREEN GRASS,20316,BLUEKIYA  MAGU
