CATEGORY,DISTRICT,LAT,LNG,NAME,POSTCODE,ROAD
Residences,HENVEIRU,4.176048332,73.51375937,KARANKAAGE,20084,KALHUHURAA  MAGU
Residences,HENVEIRU,4.175746047,73.51542771,KARANKAAMAAGE,20037,DHONHURAA GOALHI
Residences,MACHCHANGOLHI,4.173325088,73.50738645,KAREENA,20233,GUL ALAA GOALHI
Residences,MAAFANNU,4.177442052,73.50756611,KAREEZUMAAGE,20224,BENTHEYO GOALHI
Residences,HENVEIRU,4.173932335,73.51512194,KARINMA,20060,KAASINJEE MAGU
Residences,MAAFANNU,4.174071439,73.50546598,KARISHMA VILLA,20276,NASEEMEE HINGUN
Residences,MAAFANNU,4.17773631,73.50864172,KARISHMAA,20213,FAREEDHEE MAGU
Residences,HENVEIRU,4.176794681,73.51686001,KAROAGE,20027,DHEEFRAM GOALHI
Residences,HENVEIRU,4.176508447,73.51668566,KAROAGE AAGE,20027,DHEEFRAM GOALHI
Residences,GALOLHU,4.173712977,73.51117368,KASABUGE,20132,FAASHANAA KILEGE  MAGU
Residences,MAAFANNU,4.178260627,73.50625455,KASEEDHAA MANZIL,20254,SHAMEEMEE  GOALHI
Residences,MAAFANNU,4.178132223,73.50625724,KASEEDHAAGE,20254,SHAMEEMEE  GOALHI
Residences,HENVEIRU,4.173477569,73.51635039,KASEERAAGE,20041,VAIJEHEY MAGU
Residences,HENVEIRU,4.173097705,73.51420462,KASHIKEYOGASDHOSHUGE,20073,BODURASGEFAANU MAGU
Residences,MACHCHANGOLHI,4.172145369,73.50714509,KASHIMAA,20240,MAAFAIY THAKURUFAANU MAGU
Residences,MAAFANNU,4.177524979,73.50639939,KASHIMAA HIYAA,20255,CARNATION MAGU
Residences,MAAFANNU,4.177177218,73.506217,KASHIMAA VILLA,20255,CARNATION MAGU
Residences,MAAFANNU,4.177209319,73.50615799,KASHIMAAGE,20255,CARNATION MAGU
Residences,MACHCHANGOLHI,4.175350134,73.50760907,KASHISH,20241,MAJEEDHEE MAGU
Residences,GALOLHU,4.171096729,73.51384789,KASHIVELI,20093,AMEENEE MAGU
Residences,HENVEIRU,4.172249698,73.51591587,KASHMEERU GARDEN,20050,JANAVAREE HINGUN
Residences,MACHCHANGOLHI,4.173301012,73.50728989,KASHMEERU VAADHEE,20235,GUL ALAA GOALHI
Residences,GALOLHU,4.174988997,73.51100206,KASHMEERUGE,20139,MAJEEDHEE MAGU
Residences,GALOLHU,4.172795419,73.51241827,KASSANFARUGE,20108,HUVAFENEE GOALHI
Residences,HENVEIRU,4.176083108,73.5164845,KASTHOOIRMAAGE AAGE,20031,HIRUNDHU MAGU
Residences,GALOLHU,4.174732188,73.5122868,KASTHOORI HIYAA,20119,ALIKILEGEFAANU MAGU
Residences,MAAFANNU,4.177803188,73.50590582,KASTHOORI VILLA,20253,SHAARIU VARUDHEE
Residences,GALOLHU,4.174777664,73.51196225,KASTHOORIGE,20119,MAJEEDHEE MAGU
Residences,HENVEIRU,4.176061708,73.51657569,KASTHOORIMAAGE,20031,HIRUNDHU MAGU
Residences,MAAFANNU,4.176816082,73.5073489,KATHIRIYA,20257,FAREEDHEE MAGU
Residences,GALOLHU,4.176315841,73.51180941,KATHLEEN,20129,DAISY MAGU
Residences,HENVEIRU,4.176931111,73.51700485,KATHUGE,20014,DHEEFRAM GOALHI
Residences,MAAFANNU,4.17690971,73.50807846,KAUSAR,20225,KENEREE MAGU
Residences,HENVEIRU,4.175518665,73.51802409,KAVAL,20003,BODUTHAKURUFAANU MAGU
Residences,HENVEIRU,4.175475863,73.51801872,KAVAL AAGE,20003,BODUTHAKURUFAANU MAGU
Residences,HENVEIRU,4.176668952,73.51506025,KDK VILLA,20068,SOSUN MAGU
Retail Outlets and Supermarkets,MAAFANNU,4.179306582,73.50977361,KDM NO 1 FIHAARA,20188,KOLIGE  UMARU MANIKU GOALHI
Retail Outlets and Supermarkets,MAAFANNU,4.179477787,73.5101518,KDM NO 2 FIHAARA,20182,IBARAHIM HASSAN DIDI MAGU
Residences,GALOLHU,4.172121294,73.5098514,KEDHERAA,20151,BURUZU MAGU
Residences,MAAFANNU,4.174157043,73.50577444,KEEKIMINI,20276,NASEEMEE HINGUN
Residences,HENVEIRU,4.175647069,73.51427972,KEEL,20085,ABADHAH FEHI MAGU
Residences,HENVEIRU,4.176840158,73.51479203,KEELI,20068,GULEYNOORAN MAGU
Residences,GALOLHU,4.17309503,73.51192738,KEEMA,20121,BODURASGEFAANU MAGU
Residences,MACHCHANGOLHI,4.1736461,73.50910042,KEEMIYAAGE,20174,NIKAGAS MAGU
Residences,MAAFANNU,4.17464391,73.50632424,KEENI,20260,ABLAGHEE GOALHI
Residences,HENVEIRU,4.176674302,73.515881,KEERANMAAGE,20033,ROASHANEE MAGU
Residences,GALOLHU,4.174221245,73.51220101,KEESA,20119,ALIKILEGEFAANU MAGU
Residences,HENVEIRU,4.175858401,73.51431727,KEESFILAA,20083,KALHUHURAA  MAGU
Residences,MACHCHANGOLHI,4.172006264,73.507762,KEKURI,20239,VAIDHERI HINGUN
Residences,MAAFANNU,4.174475379,73.50510116,KEKURIMAAGE,20293,JAVAAHIRU MAGU
Residences,MAAFANNU,4.174587733,73.50504751,KEKURIMAAGE UTHURUBAI,20293,JAVAAHIRU MAGU
Residences,MACHCHANGOLHI,4.175328733,73.50783974,KELAAGE,20241,MAJEEDHEE MAGU
Residences,MACHCHANGOLHI,4.175331408,73.50779146,KELAAGE AAGE,20241,MAJEEDHEE MAGU
Residences,HENVEIRU,4.173710302,73.51452649,KELAAMAA VILLA,20072,SOSUN MAGU
Residences,HENVEIRU,4.173632724,73.51451039,KELAAMAAGE,20072,SOSUN MAGU
Residences,MACHCHANGOLHI,4.175318033,73.50789875,KELAAVEE,20241,MAJEEDHEE MAGU
Residences,MAAFANNU,4.174042014,73.50556791,KELAN,20277,NASEEMEE HINGUN
Residences,HENVEIRU,4.176802707,73.51489663,KELEEKS,20068,GULEYNOORAN MAGU
Residences,HENVEIRU,4.174863267,73.51410806,KELMIA,20070,ABADHAH FEHI MAGU
Residences,MACHCHANGOLHI,4.174587733,73.50928281,KEMEELIYAA,20173,NIKAGAS MAGU
Residences,MACHCHANGOLHI,4.173739728,73.50657105,KENANFARU,20245,SAIMAA GOALHI
Residences,MACHCHANGOLHI,4.173571197,73.508977,KENDHIFASHUVIGE,20175,KURIKEELA MAGU
Residences,MACHCHANGOLHI,4.173549796,73.50904673,KENDHIFASHUVIGE 2,20175,NIKAGAS MAGU
Residences,MACHCHANGOLHI,4.172442306,73.50613654,KENDHIVARU,20248,BURUZU MAGU
Residences,MAAFANNU,4.177926242,73.50594074,KENROAMAAGE,20253,SHAARIU VARUDHEE
Residences,MAAFANNU,4.177904841,73.50594069,KENROAMAAGE AAGE,20253,SHAARIU VARUDHEE
Residences,MAAFANNU,4.176305141,73.50720406,KEPLAA,20258,ASURUMAA GOALHI
Residences,GALOLHU,4.17295325,73.51200521,KERAFAAGE,20122,BODURASGEFAANU MAGU
Residences,MAAFANNU,4.173506995,73.50518435,KERAMAA,20301,MUIVEYO MAGU
Residences,MAAFANNU,4.174157043,73.50372523,KERIN LIGHT,20316,IZZUDHEEN MAGU
Residences,MAAFANNU,4.174234621,73.5037306,KERIN LIGHT UTHURUGE,20316,IZZUDHEEN MAGU
Residences,HENVEIRU,4.172723191,73.51650864,KETHI,20047,RAIYVILAA HINGUN
Residences,GALOLHU,4.176808057,73.51328999,KEVELI,20098,HITHAFFINIVAA MAGU
Residences,MAAFANNU,4.173993862,73.50629474,KEVIAANAA,20266,MUIVEYO MAGU
Residences,MACHCHANGOLHI,4.173223434,73.50867927,KEYOVALUGE,20175,CHAANDHANEE MAGU
Residences,MACHCHANGOLHI,4.174627859,73.50859612,KEYTHA,20198,KUDHIRAIYMAA GOALHI
Residences,MACHCHANGOLHI,4.173437442,73.50659519,KHAIRU,20245,BINHIMA GOALHI
Residences,MAAFANNU,4.173359864,73.50395054,KHALEEJ,20317,MURANGA MAGU
Residences,MACHCHANGOLHI,4.173983162,73.50893408,KHATHWAA,20174,NIKAGAS MAGU
Retail Outlets and Supermarkets,MAAFANNU,4.180012802,73.50912456,KID NO 1 FIHAARA,20186,HUSAINEE GOALHI
Retail Outlets and Supermarkets,MAAFANNU,4.179868348,73.5093686,KID NO 2 FIHAARA,20185,MOOSA IBRAHIM DIDI GOALHI
Residences,MAAFANNU,4.175746047,73.50688487,KIDHAA,20257,FANDIYAARU MAGU
Residences,HENVEIRU,4.17568987,73.51429313,KIEV,20085,ABADHAH FEHI MAGU
Residences,GALOLHU,4.171275961,73.51333022,KIGALI,20093,DHON ADHARAADHA HINGUN
Residences,MACHCHANGOLHI,4.174277422,73.50776464,KILAVATHI,20231,DHILBAHAARU MAGU
Residences,HENVEIRU,4.175740697,73.51383448,KILISFARU,20085,KARANKAA MAGU
Residences,MACHCHANGOLHI,4.174860592,73.50764126,KIMIULUS,20241,JAVAAHIRU GOALHI
Residences,MACHCHANGOLHI,4.17269109,73.50683928,KINAARAA HOUSE,20238,ISKANDHARU MAGU
Residences,HENVEIRU,4.172228298,73.51646036,KINAARAAGE,20050,RAIYVILAA HINGUN
Residences,MACHCHANGOLHI,4.173688901,73.50963677,KINAAREE AAGE,20163,DHANBURUH MAGU
Residences,MACHCHANGOLHI,4.173819981,73.50965823,KINAAREEGE,20163,DHANBURUH MAGU
Residences,MACHCHANGOLHI,4.172089192,73.50937128,KINBI,20170,BURUZU MAGU
Residences,MAAFANNU,4.175063899,73.50374669,KINBIDHOOGE,20327,IZZUDHEEN MAGU
Residences,MACHCHANGOLHI,4.176187437,73.50771099,KINBIGASDHOSHUGE,20229,SHAHEEDHU KUDANEVI THUTTHU MANIK HINGUN
Residences,HENVEIRU,4.173696927,73.51467401,KINBIMAAGE,20060,RAIYVILAA MAGU
Residences,HENVEIRU,4.173849407,73.51467937,KINBIMAAGE AAGE,20060,SOSUN MAGU
Residences,HENVEIRU,4.175430387,73.51421267,KINOLHAS,20085,ABADHAH FEHI MAGU
Residences,HENVEIRU,4.176634176,73.51494223,KIOSK,20068,SOSUN MAGU
Residences,MAAFANNU,4.175347459,73.50447352,KIRAN,20295,HANDHUVAREE HINGUN
Residences,MAAFANNU,4.173790555,73.50550354,KIRILI,20277,NASEEMEE HINGUN
Residences,MAAFANNU,4.175770123,73.50632429,KISHINEF,20263,FANDIYAARU MAGU
Residences,MACHCHANGOLHI,4.176513797,73.50911647,KISMIREE VILLA,20193,DHIDHI GOALHI
Residences,MACHCHANGOLHI,4.176385393,73.50911379,KISMIREEGE,20193,DHIDHI GOALHI
Residences,GALOLHU,4.17111813,73.51289302,KISOOMOO,20350,AMEENEE MAGU
Residences,HENVEIRU,4.174325574,73.5144648,KISTHEE,20071,MUTHEE GOALHI
Residences,MAAFANNU,4.174836517,73.5025692,KITH,20338,SABUDHELI MAGU
Residences,HENVEIRU,4.172637588,73.51408929,KIUREE,20074,KASHIMAA HINGUN
Residences,HENVEIRU,4.172316576,73.51632893,KIWI,20050,RAIYVILAA HINGUN
Residences,GALOLHU,4.173539096,73.51367086,KIYAVAAGE,20089,SHABNAM MAGU
Retail Outlets and Supermarkets,MAAFANNU,4.179884399,73.50908706,KK STORE,20206,HUSAINEE GOALHI
Residences,MAAFANNU,4.178969523,73.51020277,KKM BUILDING,20189,ORCHID MAGU
Residences,MAAFANNU,4.178517434,73.50620086,KOABIA,20253,HAVEEREE HINGUN
Residences,MACHCHANGOLHI,4.171666526,73.50895286,KOAHERAA,20178,AAMINAA RANI HINGUN
Residences,GALOLHU,4.173688901,73.51012762,KOAHINOORU,20146,RAH DHEBAI MAGU
Residences,GALOLHU,4.172889047,73.51087064,KOALHI,20142,BODURASGEFAANU MAGU
Residences,GALOLHU,4.172578736,73.51058632,KOAMAARI,20143,LONUZIYAARAIY MAGU
Residences,MACHCHANGOLHI,4.173164582,73.50841105,KOAMAS,20175,CHAANDHANEE MAGU
Residences,MAAFANNU,4.176848183,73.5056752,KOANI,20273,KULHIDHOSHU MAGU
Residences,GALOLHU,4.175711271,73.51328462,KOARAA,20099,HADHEEBEE MAGU
Residences,GALOLHU,4.176449595,73.51117104,KOASHAK,20130,RAH DHEBAI MAGU
Residences,GALOLHU,4.174322899,73.51025636,KODHDHIPPARU,20145,RAH DHEBAI MAGU
Residences,MAAFANNU,4.173980487,73.50441992,KOKAA AVI,20299,DHAKADHAA MAGU
Residences,MAAFANNU,4.173964436,73.50436896,KOKAA HANDHUVARU,20299,DHAKADHAA MAGU
Residences,MAAFANNU,4.175219055,73.50521654,KOKAA HANDHUVARUGE,20292,MIRIYAAS MAGU
Residences,MAAFANNU,4.173862782,73.50301449,KOKAA HIYANI,20340,SHAHEEDH ALI HINGUN
Residences,MAAFANNU,4.177206644,73.50514948,KOKAA VILLA,20286,KULHIDHOSHU MAGU
Residences,GALOLHU,4.173319738,73.51061583,KOKAAGE,20147,SABUDHERIYAA MAGU
Residences,GALOLHU,4.171875184,73.51339996,KOKKIRI,20092,DHON ADHARAADHA HINGUN
Residences,MAAFANNU,4.178011844,73.50441188,KOLAA,20308,HAVEEREE HINGUN
Residences,GALOLHU,4.171677227,73.51343483,KOLAMAA,20093,BURUZU MAGU
Residences,HENVEIRU,4.171080679,73.51635039,KOLHALA,20054,RAIYVILAA HINGUN
Residences,MAAFANNU,4.178926721,73.50804904,KOLIGE,20216,FENFIYAAZU GOALHI
Retail Outlets and Supermarkets,MAAFANNU,4.179180854,73.50953758,KOLIGE UMAR MANIK NO 4 FIHAARA,20188,KOLIGE  UMARU MANIKU GOALHI
Residences,GALOLHU,4.176051007,73.51166452,KOMAA,20129,DAISY MAGU
Residences,GALOLHU,4.17310573,73.5133034,KONDEYGE,20103,BODURASGEFAANU MAGU
Residences,MAAFANNU,4.177787137,73.50843524,KONKEELIYAA,20224,FAREEDHEE MAGU
Residences,GALOLHU,4.17706754,73.51233244,KOOFAA,20128,HITHAFFINIVAA MAGU
Residences,MACHCHANGOLHI,4.174595758,73.50855321,KOSHEEGE,20199,KUDHIRAIYMAA GOALHI
Residences,HENVEIRU,4.173151207,73.51677954,KOSHIDHOSHUGE,20022,BUREVI MAGU
Residences,MAAFANNU,4.175283257,73.50627601,KOTHANGE,20264,ASAREE HINGUN
Residences,MAAFANNU,4.174165068,73.50655774,KOTHANMAAGE,20266,MAAVEYO MAGU
Residences,HENVEIRU,4.171607674,73.51400882,KOTHARI,20076,KASHIMAA HINGUN
Residences,HENVEIRU,4.177003338,73.51435751,KOTHARIVILAAGE,20081,GULEYNOORAN MAGU
Residences,HENVEIRU,4.176960537,73.51446748,KOTHARIVILAAGE AAGE,20081,GULEYNOORAN MAGU
Residences,MACHCHANGOLHI,4.173817306,73.50758493,KOTTAFARU,20231,GULAABEE MAGU
Residences,HENVEIRU,4.175970755,73.51631552,KOVELI,20032,HIRUNDHU MAGU
Residences,HENVEIRU,4.175981455,73.51337582,KUBURAA,20086,HADHEEBEE MAGU
Residences,HENVEIRU,4.176077758,73.5162136,KUDA FAREE,20032,HIRUNDHU MAGU
Residences,MACHCHANGOLHI,4.17567382,73.50920767,KUDADHAHARAAGE,20195,CHAANDHANEE MAGU
Residences,MAAFANNU,4.172514533,73.5054338,KUDADHOO,20271,BURUZU MAGU
Residences,MAAFANNU,4.175877127,73.50341946,KUDADHUNMAARI VILLA,20325,MAJEEDHEE MAGU
Residences,MACHCHANGOLHI,4.175721971,73.50878119,KUDADHUNMAARIGE,20195,ATHAMAA GOALHI
Residences,HENVEIRU,4.176091134,73.51614654,KUDAFAREEGE,20032,HIRUNDHU MAGU
Residences,GALOLHU,4.172851596,73.51101011,KUDAFARUGE,20133,REHENDHI HINGUN
Residences,GALOLHU,4.172765993,73.51390958,KUDAFUSHEEGE,20091,DHOOHIMERI MAGU
Residences,HENVEIRU,4.174116916,73.51540893,KUDAGIRI,20042,DHILLEE MAGU
Residences,HENVEIRU,4.17567382,73.51772636,KUDAHENVEIRUGE,20004,HIYALEE GOALHI
Residences,MAAFANNU,4.177211995,73.5082743,KUDANEVIGE,20225,NARUGIS GOALHI
Residences,HENVEIRU,4.176719779,73.51411611,KUDARIKILUGE,20082,KARANKAA MAGU
Residences,HENVEIRU,4.176532523,73.51395249,KUDARIKILUGE AAGE,20082,HITHAFFINIVAA MAGU
Residences,MAAFANNU,4.175235105,73.50273818,KUDATHILAGE,20338,IRAMAA MAGU
Residences,MAAFANNU,4.174566332,73.50432605,KUDAVEYODHOSHUGE,20315,HANDHUVAREE HINGUN
Residences,MAAFANNU,4.174571682,73.504031,KUDAVEYOMATHEEGE,20315,SABUDHELI MAGU
Residences,MACHCHANGOLHI,4.174033989,73.50658983,KUDHEENAA HIYAA,20244,MAAVEYO MAGU
Residences,MACHCHANGOLHI,4.173926985,73.50652546,KUDHEENAAGE,20244,MAAVEYO MAGU
Residences,MAAFANNU,4.175045174,73.50476593,KUDHEHIGASDHOSHUGE,20296,JAVAAHIRU MAGU
Residences,MAAFANNU,4.174440603,73.50597024,KUDHEHIGE,20266,JAMBU MAGU
Residences,MAAFANNU,4.176733154,73.50502342,KUDHEHIMAAGE,20289,KULHLHAVAH GOALHI
Residences,MACHCHANGOLHI,4.173445467,73.50691988,KUDHIBAIYGE,20245,BADIFASGANDUDHOSHU MAGU
Residences,HENVEIRU,4.175997506,73.51438701,KUDHIBOLI,20083,ABADHAH FEHI MAGU
Residences,GALOLHU,4.174956896,73.51137757,KUDHIFEYRU VAADHEE,20132,MAJEEDHEE MAGU
Residences,GALOLHU,4.173889533,73.51103961,KUDHIGASFINOLHU,20140,SATHARU GOALHI
Residences,MAAFANNU,4.173747753,73.50582808,KUDHIHITHIGASDHOSHUGE,20277,MUIVEYO MAGU
Residences,HENVEIRU,4.172680389,73.51556987,KUDHIHITHIGE,20048,KINBIGAS MAGU
Residences,HENVEIRU,4.176706404,73.51737231,KUDHILUNBOAMAAGE,20013,GALADHUN GOALHI
Residences,MAAFANNU,4.172337977,73.50408738,KUDHIMAA VILLA,20319,HANDHUVAREE HINGUN
Residences,GALOLHU,4.174429902,73.51118982,KUDHIMAAGE,20140,FAASHANAA KILEGE  MAGU
Residences,MACHCHANGOLHI,4.174191819,73.50920503,KUDHIMAGOOGE,20173,NIKAGAS MAGU
Residences,HENVEIRU,4.173592598,73.51694852,KUDHIMAGOOMAAGE,20020,VAIJEHEY MAGU
Residences,MACHCHANGOLHI,4.174665311,73.50851029,KUDHIRAIYMAAGE,20198,KUDHIRAIYMAA GOALHI
Residences,GALOLHU,4.173343814,73.51129442,KUDHIRUVAALIGE,20132,FAASHANAA KILEGE  MAGU
Residences,GALOLHU,4.171746779,73.50965555,KUDHITHIYARA,20152,RAH DHEBAI HINGUN
Residences,GALOLHU,4.173884183,73.51107717,KUDHIVINA,20140,SATHARU GOALHI
Residences,MACHCHANGOLHI,4.174285447,73.50750178,KUFRAA,20231,KAAMINEE MAGU
Residences,MAAFANNU,4.175414336,73.50603729,KUKUNMAAGE,20264,JAMBU MAGU
Residences,MAAFANNU,4.176230238,73.5057047,KULEEVIA,20274,JAHAAMUGURI GOALHI
Residences,HENVEIRU,4.172102568,73.51595879,KULHAVAHGASDHOSHUGE,20050,LONUZIYAARAIY MAGU
Residences,HENVEIRU,4.172097218,73.51602316,KULHAVAHGASDHOSHUGE AAGE,20050,LONUZIYAARAIY MAGU
Residences,HENVEIRU,4.172321926,73.51675004,KULHAVAHMAAGE,20023,MOONLIGHT HINGUN
Residences,MAAFANNU,4.177091616,73.50531846,KULHIDHOSHUGE,20288,KULHIDHOSHU MAGU
Residences,HENVEIRU,4.174124942,73.51688415,KULHITHULHAAGE,20020,VAIJEHEY MAGU
Government Offices,MACHCHANGOLHI,4.170965649,73.50711554,KULHIVARU EKUVENI,20384,MAAFAIY THAKURUFAANU MAGU
Residences,MACHCHANGOLHI,4.173448143,73.50800608,KULHLHAFILAAGE,20232,DHEVINA MAGU
Residences,HENVEIRU,4.1723032,73.51653546,KULHLHAVAMMAAGE AAGE,20023,RAIYVILAA HINGUN
Residences,MAAFANNU,4.177524979,73.50729525,KULHLHAVHAGE,20256,ORCHID MAGU
Residences,HENVEIRU,4.174170418,73.5142985,KULHUDHUHFUSHEEGE,20071,MUTHEE GOALHI
Residences,HENVEIRU,4.174202519,73.51430923,KULHUDHUHFUSHEEGE AAGE,20071,MUTHEE GOALHI
Residences,HENVEIRU,4.174132967,73.51428777,KULHUDHUHFUSHEEGE DHEKUNUBAI,20071,MUTHEE GOALHI
Education,HENVEIRU,4.176051007,73.51511925,KULLIYATHUL DHIRAASATHUL ISLAMIYYA,20037,SOSUN MAGU
Residences,MAAFANNU,4.172763318,73.50381911,KULUNUVEHI,20318,BURUZU MAGU
Residences,HENVEIRU,4.174587733,73.51599634,KUMERI,20039,MAJEEDHEE MAGU
Residences,MACHCHANGOLHI,4.174290798,73.50950271,KUMUNZAANIGE,20162,KUDHIMAA GOALHI
Residences,GALOLHU,4.176690353,73.51202667,KUNAA,20129,DAISY MAGU
Residences,MAAFANNU,4.178806343,73.50675076,KUNAAVASHI,20222,HAVEEREE HINGUN
Residences,HENVEIRU,4.175877127,73.51704776,KUNAHANGAALIGE,20016,GULISTHAANU GOALHI
Residences,GALOLHU,4.172099893,73.51011693,KUNBURUDHOO,20151,BURUZU MAGU
Residences,MAAFANNU,4.178461258,73.50753124,KUNDI,20221,FIYAATHOSHI MAGU
Residences,MAAFANNU,4.17854686,73.50749905,KUNDI 1,20221,FIYAATHOSHI MAGU
Residences,MAAFANNU,4.17837833,73.50751251,KUNDIGE,20221,FIYAATHOSHI MAGU
Residences,MAAFANNU,4.178498709,73.50747505,KUNDIGE AAGE,20221,FIYAATHOSHI MAGU
Residences,MAAFANNU,4.178455908,73.50749646,KUNDIGE DHEKUNUBAI,20221,FIYAATHOSHI MAGU
Residences,MAAFANNU,4.178549535,73.50747764,KUNDIGE UTHUURUBAI,20221,FIYAATHOSHI MAGU
Residences,HENVEIRU,4.172640263,73.51598293,KUNNAARUMAAGE,20050,HITHIGAS MAGU
Residences,MAAFANNU,4.173440117,73.50426972,KUNNU MALA,20305,HANDHUVAREE HINGUN
Residences,MAAFANNU,4.175628343,73.50708336,KUNOOZ,20258,FANDIYAARU MAGU
Residences,MAAFANNU,4.177795163,73.50715314,KURAHAAGE,20255,LAINOOFARU MAGU
Residences,MAAFANNU,4.17465461,73.50322902,KURANGI,20327,SABUDHELI MAGU
Residences,MAAFANNU,4.178573611,73.50593805,KUREDHIFUSHI,20252,HAVEEREE HINGUN
Residences,MAAFANNU,4.175205679,73.50618482,KUREDHIGE,20264,JAMBU MAGU
Residences,HENVEIRU,4.174772314,73.51421267,KUREDHIMAAGE,20070,MAJEEDHEE MAGU
Residences,MACHCHANGOLHI,4.175224405,73.50796849,KUREDHIVARU,20230,KAAMINEE MAGU
Residences,MACHCHANGOLHI,4.175430387,73.50778878,KUREDHIVARUGE,20229,MAJEEDHEE MAGU
Residences,MACHCHANGOLHI,4.175438412,73.50773245,KUREDHIVARUGE AAGE,20229,MAJEEDHEE MAGU
Residences,MAAFANNU,4.175120076,73.50389153,KUREHDHOOGE,20315,IRAMAA MAGU
Residences,MAAFANNU,4.17257071,73.50488931,KURELI,20304,BURUZU MAGU
Residences,MACHCHANGOLHI,4.173429417,73.50905746,KURENDHOO AAGE,20175,NIKAGAS MAGU
Residences,GALOLHU,4.174047364,73.512429,KURENDHOOGE,20119,BANAFSAA MAGU
Residences,MAAFANNU,4.177977068,73.5051924,KUREVI,20285,CHANBEYLEE MAGU
Residences,GALOLHU,4.172110593,73.51178527,KURIBOASHI,20123,RAADHAFATHI HINGUN
Residences,MAAFANNU,4.178755516,73.50702971,KURIGAM,20222,ITHAA GOALHI
Residences,MACHCHANGOLHI,4.1736461,73.50877047,KURIKEELA HIYAA,20175,KURIKEELA MAGU
Residences,GALOLHU,4.17523243,73.51323903,KURIKEELA VILLA,20100,HADHEEBEE MAGU
Residences,GALOLHU,4.175168228,73.51323098,KURIKEELA VILLA AAGE,20100,HADHEEBEE MAGU
Residences,MACHCHANGOLHI,4.173533746,73.50879997,KURIKEELAGE,20175,KURIKEELA MAGU
Residences,MAAFANNU,4.174681361,73.5029313,KURIMAA,20338,SABUDHELI MAGU
Residences,MAAFANNU,4.177875415,73.505871,KURIMAGU,20284,SHAARIU VARUDHEE
Residences,MAAFANNU,4.173317063,73.50349993,KURINBEE LODGE,20330,MURANGA MAGU
Residences,MACHCHANGOLHI,4.17465996,73.50885098,KURINBEEGE,20198,CHAANDHANEE MAGU
Residences,MAAFANNU,4.174593083,73.50294739,KURIRUHGE,20339,SABUDHELI MAGU
Residences,MAAFANNU,4.173335789,73.50616072,KUROLHI,20268,KOARU KENDI MAGU
Residences,MAAFANNU,4.173303687,73.50614463,KUROLHIKOSHEEGE,20268,KOARU KENDI MAGU
Residences,HENVEIRU,4.177123717,73.51642281,KURUMBA VILLA,20028,SEESAN MAGU
Residences,MAAFANNU,4.174060739,73.50531037,KURUVANI,20276,JAVAAHIRU MAGU
Residences,MAAFANNU,4.177407276,73.50439583,LAABA,20311,GANDHAKOALHI MAGU
Residences,MACHCHANGOLHI,4.174280097,73.50955099,LAAFEN,20162,KUDHIMAA GOALHI
Residences,HENVEIRU,4.173581897,73.51615727,LAAJ VARUDHEE,20041,JANAVAREE MAGU
Residences,MAAFANNU,4.176372018,73.50722283,LAAL BAAGH,20258,ASURUMAA GOALHI
Residences,MAAFANNU,4.176428195,73.50727111,LAAL BAAGH IRUMATHEEBAI,20258,ASURUMAA GOALHI
Residences,HENVEIRU,4.17282752,73.51415098,LAALGE,20074,DHOOHIMERI MAGU
Residences,MAAFANNU,4.177776437,73.50290984,LAALPOOLGE,20333,BODUTHAKURUFAANU MAGU
Residences,MAAFANNU,4.177795163,73.5029608,LAALPOOLGE AAGE,20333,BODUTHAKURUFAANU MAGU
Residences,GALOLHU,4.170853295,73.513062,LAAM,20350,KOIMALAA HINGUN
Residences,GALOLHU,4.170944248,73.51267035,LAAMI HIYAA,20350,KOIMALAA HINGUN
Residences,MAAFANNU,4.17889462,73.50852107,LAAMIGASDHOSHUGE,20211,AABURUZU HINGUN
Residences,GALOLHU,4.171035202,73.51268108,LAAMIGE,20350,KOIMALAA HINGUN
Residences,MACHCHANGOLHI,4.171661176,73.50854248,LAAMIGE AAGE,20178,AMEENEE MAGU
Residences,HENVEIRU,4.172661664,73.51562887,LAAMIYAA,20048,KINBIGAS MAGU
Residences,MACHCHANGOLHI,4.176251639,73.50771099,LAAMU,20227,SHAHEEDHU KUDANEVI THUTTHU MANIK HINGUN
Retail Outlets and Supermarkets,MAAFANNU,4.179338683,73.50713968,LAAMU ATOLL FIHAARA,20219,BODUTHAKURUFAANU MAGU
Residences,MAAFANNU,4.175192304,73.50392371,LAAPELAAMAA,20314,IRAMAA MAGU
Residences,HENVEIRU,4.173672851,73.51471961,LAAPEYS,20060,RAIYVILAA MAGU
Residences,HENVEIRU,4.177375175,73.5162136,LABULAABU VILLA,20029,AMEER AHMED MAGU
Residences,HENVEIRU,4.177367149,73.51625115,LABULAABUGE,20029,AMEER AHMED MAGU
Residences,GALOLHU,4.174895369,73.51200521,LACE,20119,MAJEEDHEE MAGU
Residences,HENVEIRU,4.173327763,73.51416975,LADHUMAAGE,20072,BODUTHAKURUFAANU MAGU
Residences,HENVEIRU,4.173359864,73.51415902,LADHUMAAGE AAGE,20072,BODUTHAKURUFAANU MAGU
Residences,GALOLHU,4.173624699,73.51063192,LADY MOON,20146,SABUDHERIYAA MAGU
Residences,HENVEIRU,4.177177218,73.51600438,LADYBIRD,20030,KASTHOORI  MAGU
Residences,HENVEIRU,4.17722002,73.51602852,LADYBIRD AAGE,20030,KASTHOORI  MAGU
